exp_version    method    data_size    system     obs    snr      iinit  eq          duration  expr                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           val_TE                                                                                              val_TE_mean  test_TE                                                                                             test_TE_nanmean    TD_auto    TD_manual    complexity_norm    TD_auto_norm    TD_manual_norm
e1             dso       large        bacres     xy     13           2  x      6120.88        0.21118909274999295/(1.001462317809705 - cos(1.19970879859288*x - 0.04495432933409882*y))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [1.438358778903695, 3.1263472793538583, 1.33109794396978, 1.3111406734750244]                       1.80174      [1.415989411471862, 1.3667566975820842, 1.389292582867065, 3.001499312898903]                           1.79338              4            4          0.888889         1.33333           1.33333
e1             dso       large        bacres     xy     13           2  y      5480.65        x - 0.2424363709993285*y                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       [0.7561982794640331, 0.7378503443387325, 0.7740569916024757, 0.7607148336126851]                    0.757205     [0.7622401716266135, 0.8437219742385267, 0.7495020251123871, 0.7880766645748966]                        0.785885             4            4          0.466667         2                 2
e1             dso       large        barmag     xy     13           2  x     13868.2         sin(-1.0314680961414232*x*y**2 + 1.66464849077501*x + 2.66464849077501*y + 2.7600994808917809) - 0.11597896017618896                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [0.7079725032853816, 4.0593777583545, 1.825346479560823, 1.623845416175745]                         2.05414      [1.3875943603661756, nan, 1.9626208484105085, 0.9504524953955716]                                       1.43356              4            4          1.11765          2                 2
e1             dso       large        barmag     xy     13           0  y      9149.83        y*(-sin(x + y + 2.00038037670212) + cos(2*y + 0.01167633100035947))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            [0.8550088337302226, 1.3716632062815963, 0.9246375641565424, 1.6268464924568595]                    1.19454      [27.196125796457352, 1.8375136189469172, 2.896488447839835, 1.988061356183776]                          8.47955              4            4          1.29412          2                 2
e1             dso       large        glider     xy     13           2  x      9710.03        -0.05960703783622087*x**2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      [0.4857403041477228, 0.5265464350293089, 0.5423127536398278, 0.4573889462661058]                    0.502997     [0.4345054442255075, 0.7071673806141731, 0.7635459629497635, 0.5718540600222943]                        0.619268             1            1          0.416667         0.5               0.5
e1             dso       large        glider     xy     13           1  y      7701.22        x + 1.0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [0.6625749953185502, 1.050998587476575, 0.7118315027751898, 0.6559016717842219]                     0.770327     [1.5173251311068587, 1.437782482675614, 1.8058771508182367, 0.9157260236425785]                         1.41918              2            2          0.384615         1                 1
e1             dso       large        lv         xy     13           1  x     13279.3         -1.7928868856077207*x*y                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [0.3033148757415752, 0.314531335539704, 0.3928053520683736, 0.2762756310188857]                     0.321732     [0.4314265955032332, 3.75387417020146, 3.549874968457342, 0.349004671240172]                            2.02105              2            2          0.307692         0.666667          0.666667
e1             dso       large        lv         xy     13           1  y     12635.5         y*(-0.8237057849040669*x - 0.8237057849040669*y + 1.508225753146189 - 0.012444640357149674/(-x - 3.3108777065509165 + (1.5206678363027492*x**2 + 3.0046301685147523)/y**2)) + 0.04513613862400318                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              [0.8791792731572609, 0.8567030018167618, 0.9571254491532306, 0.8015567837536854]                    0.873641     [0.9454987620786585, 0.3539826066830527, 0.3884526819052842, 0.9128365826380402]                        0.650193             2            2          2.69231          0.666667          0.666667
e1             dso       large        predprey   xy     13           0  x     11211.5         -0.22039114553105793*x*y + x                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   [0.928290636382704, 1.0731007050111163, 0.842692561946677, 0.8513175373614006]                      0.92385      [0.85865387682631, 1.0226507415914696, 0.8879915135403924, 0.9644868570776411]                          0.933446             3            3          0.4              1                 1
e1             dso       large        predprey   xy     13           1  y     10565.9         -0.2976758292220735*y - 0.2976758292220735*y/(-y + 1.317375701746725*(0.7826278524390379*x*y + y - 1.0461974785643025)/y) + 0.3464105231740837                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 [0.9089834946507928, 0.9797119232130048, 0.8747790881572519, 0.9056897407845248]                    0.917291     [0.8595487587104955, 0.9640159907212548, 0.8850708553339891, 1.0235933382988656]                        0.933057             5            5          1.35294          2.5               2.5
e1             dso       large        shearflow  xy     13           2  x      8404.83        6.4807368009250002*sin(x*(1.1456614440967439*x*(-x + 0.098435634890397895 - 0.863552984657646/x) + 1.1220079306383448))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [1.0198033557467396, 1.0207560737797956, 1.0494190004997743, 1.1404741910995255]                    1.05761      [1.6619294665555957, 1.0030163965755337, 1.0564656790524611, 1.005857938693077]                         1.18182              2            2          1.7              2                 2
e1             dso       large        shearflow  xy     13           2  y     10357.5         y*cos(1.591395044141591*y**2 - 1.76186221376958*y + 0.69950105313607557)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       [2.1316563102559063, 1.0126049566470838, 1.0436614441393657, 1.0002258097449976]                    1.29704      [2.1982748632533884, 1.9570417659330648, 1.9690115053164918, 0.9623686920452272]                        1.77167              3            3          0.736842         1.5               1.5
